0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
-1.0392094,-0.8484089,-1.565019,-1.0774505,-0.9087526,-1.0152,-0.9816077,-0.9859263,-1.3115845,-0.36163083,-0.6406962,-1.5201507,-0.7724361,-1.3729681,-1.15921,-0.56926656,-0.85054624,-2.0376248,-0.92826825,-0.46311873,-1.3042917,0.18993564,-1.3179647,0.08626757
-1.3133698,-0.99284744,-0.20181017,0.50894785,0.21098141,-1.1097516,-0.25732172,-0.41759557,0.97779816,-0.46897468,-0.5420726,0.15541829,1.7142392,0.46511438,-1.0470935,-0.0720733,-0.24652243,0.39520186,-0.78002465,-0.033792652,0.4022243,-1.1288816,-0.015453692,0.048650432
0.066313386,-1.506758,-0.78028613,-0.07986136,-0.7691592,-0.11229053,-0.10884997,0.31131738,-2.0993512,-0.077383995,-1.6008431,-1.1960052,-0.5429979,-0.77832305,0.14988074,-0.99123454,0.16916004,-1.0313951,-0.3047389,0.09291066,-1.4778388,0.7527004,-1.5926827,-0.10120607
-0.14890845,-0.96199834,-0.4804905,-0.2601733,-0.23239596,0.000623976,0.2697092,-0.43232733,-0.13544685,-0.61419314,0.0074221115,-0.52867615,-0.05085491,-1.9021598,-0.07183523,-0.34383932,0.1072773,0.43789068,1.1491214,-0.1113905,-0.6138479,-1.2156918,-0.77177376,-0.52248496
-1.0989246,-2.0811527,-0.9551999,-1.5351509,-0.19755207,-0.16388482,-1.5442346,-0.54329604,-1.3384991,-0.6028477,-2.0488946,0.16207026,0.6388992,-0.88933843,-0.6636769,0.5519185,0.038182296,0.56713825,-1.0968063,-1.0103879,-0.17475985,-1.1571685,-0.8124125,-0.73284334
0.24931769,0.69894433,0.079777814,0.5645883,0.8214873,-0.023051698,0.1392187,0.5299904,0.9017384,0.46934515,0.81812614,0.17073075,1.6033491,-0.4149988,1.2062246,-0.20562403,0.24509913,0.1919907,0.85352886,0.7408295,1.319355,0.34827444,0.6159098,1.4237479
-0.631957,-2.0142074,-0.4567465,-1.5174674,-0.8249255,-1.5082085,-1.4377943,-0.4741227,-0.7452088,-1.4146978,-1.0102865,-0.47651646,-0.3773914,0.29667696,-0.38223907,-0.72403586,-0.9310805,-0.59842813,-0.9542744,-0.69713646,-0.24485555,-0.5635318,-1.0861683,0.5181692
0.03374948,0.488343,-1.4104545,1.4664656,-0.3056445,0.7226309,0.23211765,0.28801703,1.2985747,0.76726377,-0.035802875,0.94703734,0.6903062,0.7770132,0.077041805,1.3611728,0.6446835,1.1780672,-0.11219608,-0.4717941,0.95536333,-0.05722823,2.1769545,1.7342631
0.56999016,-0.5487,0.7542662,-0.668021,0.033975836,-0.9052896,0.7429912,-1.0467385,0.47495636,-1.6617463,1.0171491,-1.7149836,0.48981538,-0.2414053,1.5819312,-1.6179128,0.21819048,-0.8823071,1.7903059,0.62610537,1.3543155,-2.2634373,-1.9976649,0.6204727
0.48201415,-0.87290955,0.70349056,-1.9061213,1.668069,0.14848149,-1.2170157,-0.60659856,1.4210777,-0.81182283,-0.07598361,-0.58473897,0.6118571,-1.2362527,0.6548369,-0.33737582,-0.14387816,0.20598994,0.37145427,0.9833137,0.5914417,-0.2688207,-0.8533874,0.34740543
-0.37174705,-1.1157624,-0.62635076,-0.25140768,-0.6980534,-0.11496051,-0.50123626,-0.2382219,0.7186329,-0.34440404,0.90792453,-0.06165534,-0.754137,-0.69891137,-0.008277835,0.18674088,-0.6817749,-0.28574917,0.19111313,0.27030098,0.58942425,0.67802155,0.49980924,0.1183472
-0.033386346,0.22955665,0.46599784,0.64281774,0.8826569,-0.008114793,-0.061512142,1.7905518,0.050237507,0.5247022,-0.42820722,1.0141771,1.2323911,-0.045212653,0.13536571,0.79724944,0.29423872,0.6535623,0.24238361,-0.28793523,1.6396474,0.56141925,0.17773038,0.67280203
-0.05849555,0.10849689,-0.9378782,-0.5791861,-0.8808127,0.45788562,1.0522748,-1.3379041,1.0527669,-0.6836153,0.30873686,-1.2362885,0.43659216,0.0853114,-0.3986694,-0.1648603,-1.0369915,-0.34840733,-0.64497554,0.41785675,-0.23284313,-0.47269616,0.8003542,-0.47527707
1.330659,-0.16953851,0.9353374,1.3983023,-0.8814165,1.0490915,0.41324323,0.43905836,1.3585292,0.5139023,1.350434,1.9139701,1.5908792,1.1650121,0.058638334,1.1112835,0.034718707,0.07561024,-0.5270645,1.1380955,0.48123497,0.5353813,1.2739781,-0.50693977
0.078206375,1.4194658,0.7234649,1.5767823,1.4557986,-0.21448864,0.5185082,0.28649098,-0.046828125,0.42015857,0.18534505,1.0712638,1.0674258,0.8703725,0.38287216,-0.13068168,0.16670291,0.8976705,0.6830382,-0.5568877,0.45904687,-0.12215599,0.42476198,0.03364272
-0.59453887,0.20268302,-0.2150495,-0.105975345,-0.6267818,1.0014254,-1.1780874,0.58530974,-1.0500326,1.6092662,-0.007680204,-0.43803278,-1.6592438,0.08757973,-0.11586724,0.6502859,0.4265506,0.38840637,0.15454823,0.74088085,0.01729427,0.65742475,0.9306457,-1.234465
-0.7295161,-1.7238548,-0.3208651,-0.43809915,0.2218428,-1.2269913,-0.23829387,-0.16898845,-0.19717342,-0.770882,-0.40533474,-1.3935698,-0.87001115,-0.68445534,-0.7792422,-1.3743609,0.051452287,-1.3853533,-0.5727388,-0.6420251,-0.7395245,-0.35028923,-1.1273397,-0.21303378
0.21800758,0.44194603,-0.40718225,1.0384967,-0.23703256,-0.6609601,0.36365953,0.35969725,0.27108654,0.6395604,0.86307293,0.6878215,-0.57998276,0.6634146,0.36885396,-0.52029556,0.6967491,-0.5177041,0.4966314,0.12579817,-0.6692456,0.7612274,0.2569603,0.023040088
0.21107708,0.45420006,0.35266757,1.2230489,-2.0405493,0.4657769,1.5425348,0.7104902,0.7440367,0.23901202,0.89817184,0.5094056,-0.039114967,-0.60329705,-0.0805347,0.9734371,0.06697499,0.8089798,-1.1122458,0.7837344,-0.19196829,-0.7274968,-0.25882336,-0.21887542
-0.29486722,-0.102909535,-0.961447,-0.98107773,-1.1913131,0.51917124,-1.5941908,-0.43412247,-0.0947497,-0.24405542,-0.084475525,-0.25275815,-1.1708567,-0.2566946,-0.76528335,0.5005842,-1.253924,-0.04886158,-1.4491436,-1.1192704,-1.2811548,0.24238504,-0.08750007,-0.5486842
-0.0067434926,1.9819529,1.7181408,1.8453712,0.30485183,0.23372197,0.62755275,0.9717256,-1.460158,1.7090042,1.0473126,0.27891964,-0.30727282,-1.1606334,1.4416238,0.14685726,0.071527176,0.49598256,0.80232686,1.0012856,0.7782803,-0.29728344,-0.9347649,-0.095552176
0.18726939,0.046157062,-0.55719995,-0.5531807,-0.23000593,0.35629433,-0.45586887,-0.19532315,0.17889094,-0.58812076,-0.6441428,-0.40451497,-0.15889741,-0.34167168,-0.7887454,-0.4495166,-0.12697032,0.7336256,-0.047066733,-0.47614875,-0.021930255,-0.3888701,0.26896766,0.7900414
0.8155974,0.7840339,0.3480771,0.7798453,-0.3641822,0.9163554,1.106618,0.9912607,0.45294687,-0.04886837,1.5529937,-0.7846778,-0.2926463,0.39848837,0.6644369,0.34451184,-0.43042558,0.08491737,1.1233531,1.4290712,0.88342834,1.0993047,0.38201916,0.91716236
1.1029453,-0.5164496,1.5285686,-0.3222401,-1.1234715,2.180587,-0.7598412,0.54262143,0.1503316,-0.0134671135,1.2281623,-0.18882512,0.011876375,0.58742225,0.0772246,-0.98856235,0.7096303,-0.24856196,-0.63506955,1.3719208,-0.21870245,1.1368816,0.95507234,0.070480876
0.71287745,1.3754077,0.18112156,0.58849066,-0.2339883,-0.33457664,0.44544992,0.7574832,1.0988241,0.7692887,1.2992322,-0.08754391,-0.6404573,0.7712058,0.4360573,0.14785917,-0.89017147,-0.1924251,0.48493943,0.47123286,-0.24140167,-0.8565332,0.9247982,0.08736978
0.37429783,0.8806148,1.6150144,1.5357662,-0.35448924,1.0317044,-0.11959011,0.9680139,0.8761582,0.68023896,0.69137686,1.3305199,-0.699208,0.44116163,0.049400494,0.6676504,-0.7340525,1.1917182,0.017056359,0.057662614,-0.12625283,1.1160687,0.69267654,0.20770778
-0.17717579,0.23910023,1.5727094,1.2863886,-0.9028584,1.3803239,0.020719914,1.7914895,-1.5780736,0.2833029,-0.024802592,1.2944978,-0.6879274,0.4184702,0.26950198,0.38518015,2.030928,2.1583147,-0.7782951,-0.9558563,-0.6008773,0.92149335,-1.2684011,-1.3896812
0.38104782,-0.079563364,0.86412704,-0.5546489,0.5924676,-0.7726139,-1.0330874,-0.2972522,0.81846553,0.42826942,-0.37475908,1.2373543,1.6738968,0.4394794,0.9386338,0.74255574,0.6131326,0.9061144,0.45204538,-0.48303807,0.18938911,0.2031746,0.76200485,0.9495106
-0.13920474,0.17277408,0.20045154,-1.4748607,1.0515627,-0.4202364,-0.20418608,-1.4117125,-0.8734665,0.08211135,-1.0418745,0.10843004,1.4634924,-1.1484274,0.8860922,-0.28293186,-0.4123844,-0.6647904,0.3420779,1.1956387,0.6533513,-0.25688407,-1.1745963,0.6100376
-0.02534547,-0.6430472,-0.58241177,-0.24873915,-0.40098202,-0.33707735,0.24502395,-0.40823355,-0.058315475,-0.5123611,0.5102977,-1.1486123,0.468113,-0.5315209,0.3443085,-0.1695772,0.41395485,-0.1740451,-0.40479147,-0.12018179,0.8920663,-0.810252,-0.9791934,1.1013938
0.84296733,0.96804166,-0.20303786,0.87962663,1.3631998,0.56544036,0.07060606,0.65250576,1.7372662,1.1366574,0.87740165,1.5020071,1.6442012,0.4602862,0.6827313,1.0118864,0.3026637,1.2733362,1.1780502,-0.3606353,1.9867692,0.38247034,1.446579,0.55412865
0.7526967,-1.1980845,-0.14930224,-0.7946637,2.781417,-1.174406,0.44279698,-1.0792608,0.6834059,-1.2133871,-1.433756,-0.53869504,1.3592919,0.030006895,-0.08487649,-0.9189282,-0.14044611,-1.1761882,0.59248555,-0.98509055,0.8842868,-0.32010117,-0.60453945,-2.2459939
-0.1962777,-0.54637957,-0.07097732,-1.0240259,0.20202121,0.09362197,-1.1667783,0.14928377,-0.76567453,-0.04814621,-1.1575854,-0.95058787,-0.17411919,-0.4372104,-1.0296241,-0.616639,0.20223448,0.4721421,-1.139493,-1.0881233,-0.18964611,0.23596145,-0.93349177,0.49549252
0.3508092,-0.8961438,0.2465157,-1.1247627,-0.61809146,-0.03186118,0.4832588,0.17912436,-0.46017018,-0.38868102,-0.84010893,-0.3844372,-0.30662245,-0.33901104,-0.5406529,0.13122211,0.99986917,-1.1036731,-0.77847195,-0.2068374,-1.2062836,0.54377395,-0.2695931,-0.2607301
0.71175826,-0.21213698,0.9933403,0.11414875,0.37984657,-0.29439867,0.22679546,-0.09291728,0.048825856,-0.21396646,0.49546,0.20952012,0.2696084,0.48114255,0.4801383,0.09868639,0.5351504,-0.13054991,-0.45643112,-0.16753079,0.2915127,1.0798839,0.4876431,0.3227561
0.20146352,-0.92130154,-0.5094057,-0.13972442,-0.325785,-0.8046723,0.9543302,-0.7991888,-0.50702685,-0.7916299,0.6455272,-1.4379147,-0.02297004,-0.36779532,0.096397445,-0.78603476,-0.1116157,-1.8915255,-0.123233564,0.03245563,0.39665604,0.39730653,-1.2627679,0.0029702524
0.55515045,0.5017011,0.8807256,0.5211233,-0.31736687,0.2173807,-0.33561945,0.6259844,-0.119608216,0.4968808,0.19308545,0.39241073,-0.021390133,0.6156626,-0.093582995,-0.81491435,0.372376,-0.38795313,0.008810661,-0.008863749,-0.26728287,0.36355162,-0.07531416,0.03636653
1.7387217,0.03788059,-0.09118927,0.0409287,1.0827854,0.4748473,1.2658223,0.11773702,0.98713905,0.21984386,1.331324,-0.27956608,1.2648904,-0.07680352,1.0076712,1.864314,0.2405122,0.3343915,1.644463,0.5194641,1.5686717,-0.52041256,0.6128945,0.5960716
0.36835,0.3315506,-0.8219599,-0.38875988,0.22859256,-0.7707237,-0.23556569,0.020157123,0.039418366,0.6387928,-0.40849575,0.062017485,0.31903636,-1.3304259,0.9823501,-1.5259334,0.40798596,-0.78828454,1.5010936,0.7529801,-0.5009098,0.5642461,-0.83047223,1.039142
0.34108147,0.61854434,-0.25320157,0.76038444,-0.7402276,0.10385925,0.008918329,-0.18830621,0.018555762,0.72221017,-0.39357263,0.74540037,-2.3283339,1.1232818,-0.35679486,1.6938965,-0.6822475,1.0886197,0.07512446,-0.58385813,0.38290542,-0.05523754,1.3328629,-0.11076758
0.048889738,0.78162646,0.99277794,1.0441561,0.3762905,0.014347293,0.9685054,-0.11329585,0.6290973,0.6627057,0.121593766,0.59782946,-0.24343804,0.9407498,0.49067682,-0.20927869,-0.2605202,0.30704856,-0.045307126,-0.37358585,0.41302168,0.575099,1.2247163,0.72949827
-0.9816299,0.2281714,0.96602076,1.2985911,0.16477935,-0.31352258,-0.103646174,-0.32430196,-0.74236006,-0.3043187,0.1963867,-0.26980865,-0.4242435,-0.45652944,-0.059719305,-0.24837558,-0.20615524,-0.3609882,-0.26936305,0.016849019,-1.2558151,-1.378134,-0.63679326,-0.31324548
-0.4794655,-0.3430903,-0.83754796,-0.43313092,-0.17265412,-0.7528265,-0.5624188,-0.5097978,0.68104106,-1.5025266,0.9369946,0.78276694,-0.15338771,-0.6442018,0.29421103,-0.2830184,-1.0327204,-0.45502082,-0.48785502,-0.41510636,-0.5309362,0.59659135,0.3656961,-0.22223954
-0.0679263,1.5552933,-0.9177747,-0.08190136,-1.4315027,0.36543292,0.47220352,-0.45085666,-0.17532939,0.4899869,1.210938,-0.34412256,-1.2153137,1.8803864,-0.4974712,0.16709666,0.37269953,1.202135,0.32315534,0.099004835,-0.52278566,-0.06665298,0.9995341,-1.4338895
-0.3989171,-0.6683942,-0.34742337,0.16184811,0.71307045,0.3108043,0.8666215,-0.78990495,0.30127922,-0.5539325,0.022586899,-0.5812837,1.0699295,-1.4920801,-0.052812684,0.07583497,-1.0837103,-0.021534964,0.68447155,-0.8048233,-0.43668061,-0.4670993,-0.6110247,0.746457
0.91124916,0.08121574,0.8164386,0.4737923,0.020433566,0.07627577,-0.62010235,0.78542185,-0.020207206,-0.39818364,0.13132775,1.3678294,-0.43814468,0.7581815,0.49893013,0.07534322,-0.5343643,0.38966835,-0.31642634,0.9784515,0.05050981,0.31106704,0.19809215,-0.7714857
0.787363,-0.11855136,-0.7609606,-0.9725032,-1.916658,-0.7762818,1.3160713,-0.5589579,-0.2815192,-1.2452624,0.821913,-1.0138808,-1.8943111,-1.4449755,0.77629596,-1.3502048,-1.0345496,-1.6686168,0.095714204,0.3663171,-0.68710935,-1.3422272,-1.4598032,-0.91244894
0.41459587,0.63087034,0.9293432,-0.6837704,1.2045649,-0.2694467,0.37964946,0.25905088,0.54197645,1.118892,0.33716398,-0.16461395,0.45204788,0.19747438,0.3971643,0.1457349,0.15413196,0.12900876,1.6036091,1.107039,1.5840886,-0.53706455,-0.5280612,-0.500692
-0.3149293,0.098890714,0.36718276,-0.26219335,-0.4490526,-0.7965619,-0.80224204,0.71612334,-0.7357474,0.3525692,-0.6478469,0.1980833,-0.048818853,-0.13531362,-0.15580699,0.61912686,1.112862,0.20125248,-1.0871015,0.7830578,-0.3666543,0.971792,-0.379752,0.98648787
0.21394211,1.2305021,0.039706547,0.96576554,-0.7439491,1.1344489,-0.6685707,0.26563793,-0.5777126,0.26075524,-0.49176025,1.3199908,-0.75925565,0.5278649,-0.4137741,1.0979179,-0.66243327,0.6814707,-1.2690022,0.53071797,0.13221966,1.3366196,0.3221536,0.6837576
-2.2448475,-0.9859157,-1.01329,-1.4230295,-0.55193365,-1.384032,-0.8849518,-1.7280074,-0.99221706,-0.940714,-2.3758912,-1.1041948,-1.253016,-1.319501,-0.7162864,-1.3632122,-2.5091624,-1.621001,-1.9324216,-0.15515289,-0.45237762,-2.4485848,-1.1142682,0.047941137
-0.87680113,-0.10471228,-1.4410353,-1.1641941,-0.62680614,-0.23941763,-1.0813248,-0.22294253,-0.8233845,-1.3328094,-1.1045533,-0.53277034,-0.6511799,-1.77156,-1.8519143,-1.1380357,0.029973129,-0.22375661,-1.2014914,-0.6706906,-0.75344694,-0.23556049,-1.5343138,-0.003209738
-0.5639537,-2.1007397,-0.4988801,-1.7160828,1.5917758,-1.9130669,-1.052535,-0.9620489,-0.4717915,-0.85421383,-1.0879236,-2.134211,1.9414363,0.11093479,-0.2832718,-1.5885752,-0.008762577,-0.70721126,0.04048437,-0.24635562,-0.49552023,-1.7829971,-0.91956425,-0.83702195
0.64468044,0.21854764,-0.4178483,0.32352746,-0.96543145,1.344531,0.4097877,1.078116,-1.1895987,-1.0335624,-0.67001295,-0.052287217,-0.5314938,-0.88962835,-0.8202636,-0.11347785,0.7334338,-0.38056093,-0.20578803,-0.5247049,-2.0566802,-0.10035844,-0.48748103,0.016508674
1.4090433,-0.106551975,-1.7502784,0.27033353,-2.7786636,-0.9691739,0.25486717,-1.589352,-0.8788989,-1.5077026,-1.2825614,-0.73397255,-2.4973626,-1.5193844,-1.1119148,-0.40242085,-0.3630499,-0.6467873,-0.55077463,-0.76445305,-0.4687289,-1.1253427,0.1458792,-2.3396785
