0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0.2023858,0.49652654,-0.2767608,0.6350879,-0.859001,-0.4952431,0.9461099,-0.039627828,-0.04776041,1.033784,0.18848002,-0.29057062,-1.0329351,-0.63472855,0.10740313,0.21611436,0.36779633,1.251859,-0.293091,0.2403687,-0.11162621,-0.69056594,-0.015310491,-0.47807255
0.039616857,0.6049072,0.46921125,1.6493471,-0.07831689,-0.1498671,0.7716558,-0.075725175,-0.101354115,-0.38423264,0.27034163,0.49559742,-0.31288102,0.56153715,0.4787398,0.08980351,0.5936524,1.120636,-0.009506658,0.46656707,-0.5607592,-0.011313495,0.6060322,-0.4021557
-0.5878229,-0.30282435,-0.3834967,0.174446,-0.53199506,0.513992,-0.7212577,-0.068211935,0.14548425,-0.9819656,-0.13991347,0.4617038,-1.1090244,0.47372654,-1.4118576,-0.29555243,-0.23941068,-0.65103114,-1.5256383,-0.35031655,-0.9162866,0.15300448,0.40884236,-0.993682
-0.88569796,-0.556586,-0.9600293,-1.7448621,1.5673292,-0.06576654,-0.43514675,-0.3176699,0.9699699,-1.364222,-1.1932765,0.3050284,1.302488,-0.40679693,-0.60125375,-0.12645288,0.34211934,1.1138669,-0.47280595,-1.7102948,-0.7526316,0.42806017,1.1713055,-0.2854086
-0.087979995,-0.32200685,0.016509974,0.30413416,-0.17583132,0.32047656,0.6623158,0.093863204,-0.6965101,-0.042916775,-0.6112647,0.6282569,0.1279838,-0.6762834,0.599602,-0.18820427,0.48058173,0.41284904,0.35855696,0.64477754,0.1617447,0.72852296,-0.007841557,-0.10170488
-0.82428163,1.151223,-0.03716883,-0.12729654,-0.116203,0.39378667,0.06683875,-0.010380057,0.31526834,-0.109851316,-0.2810611,0.77481854,0.030930646,0.63708097,-0.9933409,1.0034294,0.87902147,0.07053601,0.20051228,-0.84616095,0.38406485,1.1786762,0.0439927,0.24322787
-0.4865415,-0.62254643,-0.76282424,-0.25383916,-0.0024757623,-0.060872298,-0.35528836,-0.35753456,0.16365089,-0.095979884,-0.36024556,-0.22716878,0.12385684,0.48312107,-1.0378909,0.5232663,-0.49260405,-0.13202694,-1.226874,-0.83348024,0.22983502,-0.15125278,-0.18353982,0.78473914
0.9967954,0.915392,0.30188876,-0.1347696,-0.29091957,0.6316228,0.9071077,1.1042783,0.65819335,0.8948213,0.5812858,-0.65204656,-0.91787046,-1.2948123,0.25139943,0.5584935,-0.38078886,0.6260899,1.8595511,0.30294114,1.6383783,-0.5991137,0.42372194,0.44477654
-0.57334167,-0.4057129,-0.083586395,-0.12523688,2.7222009,-0.21389213,-0.22897239,-0.19336917,1.6159762,-0.65182483,1.0941979,-0.4805927,0.19824739,0.5803731,-0.6365594,-0.17877631,0.033541266,-0.6953489,0.0496282,0.07530744,-0.064366095,-0.77825034,0.6830184,-1.9135468
0.2935323,0.06990432,-0.73770064,-1.1126995,0.4897944,-1.0060976,-0.59880376,-0.40891573,0.73921853,0.41348973,-0.6011481,-0.7518488,0.7212023,0.3306721,-0.17128389,0.10816235,0.095696844,-0.45521623,0.63524526,-0.27544522,-0.35188466,-0.12632355,0.7868615,0.608923
0.16498855,-0.13842861,-0.11410079,0.5298139,-0.83437705,-0.38387588,0.086707,-0.17306094,-0.7807853,1.529453,-0.79914755,0.8262558,-0.48415118,-1.0983722,-0.010640651,0.3099326,-0.38926592,-0.08134745,0.1789275,0.70716286,1.0052856,0.7492091,-0.23737974,1.5174559
1.0857593,0.38064054,0.5724984,0.45055532,0.32378024,1.0345883,2.2211187,0.10170008,1.0636735,-0.22242612,0.55041015,0.06382557,-0.1564024,0.43101957,0.66202074,0.8357746,0.73050725,0.9379849,0.43935248,0.67027843,1.3398511,-0.30732688,0.8468458,0.9892636
1.6876867,1.0336603,-0.1278656,-1.061593,0.5457396,-0.40463722,-0.40247518,-0.29977292,-0.018087408,0.22045797,-0.5016793,-0.41684228,-0.57816684,-1.1102077,1.4321064,-1.2404478,0.2665261,-0.53161585,2.06896,-0.36443073,-0.11068851,-0.9217617,-0.24481356,-0.058911122
0.6194577,-0.31772298,1.0076721,-0.35066652,-0.1958856,0.9374839,-0.9986651,0.39324886,-0.16244525,1.1438982,0.14913742,0.17696248,1.158,0.42159203,1.4994588,-0.69610554,2.062558,0.054057986,0.33349153,1.2975821,-0.5816788,0.63808614,0.30738363,0.7724455
-1.0456263,-0.21006764,-1.334815,-0.07909246,-1.6985646,0.04898203,-0.651021,-0.11714079,-1.0729345,-0.72741705,-0.80499,-0.41758773,-0.770948,-1.7318901,-1.4584138,-1.2325773,-0.9404695,-0.8453696,-1.1352949,-0.010398631,-0.023223665,0.6283256,0.3512505,0.36669332
1.3663882,0.22882357,-1.8415041,-0.60476035,-0.627486,-0.44319943,0.47696185,-1.7812825,-0.63986784,-0.5486343,-0.2935302,-0.91277987,-0.6579679,-0.13630225,0.28746828,0.5186304,-0.3328895,0.16807492,-0.1420551,-0.9681575,0.16090564,-0.16592912,-0.06861264,0.0069788136
-0.91729677,-0.011076327,0.6951719,-0.81783986,0.6204587,-0.36132967,-1.0528227,0.8756303,0.44481644,1.1798936,0.49968803,-0.05853975,-0.4408729,0.6996054,-0.1776335,-0.088424236,0.03240361,0.4119105,-0.3151241,0.06612782,0.053563267,-0.045139823,0.24282782,0.38540375
-0.471118,-0.6016931,-2.43133,-1.6588799,0.18918304,-0.24169746,-1.1903124,-0.9487101,1.3231355,-0.34330738,-0.51980585,-0.810393,-0.67033136,-0.066775404,-0.5877068,-0.32547066,-1.5649017,-0.29788864,-0.9286902,0.36642125,-0.6159833,-0.509455,0.6813629,-1.2541355
0.14496763,-0.24587634,0.86445475,-0.3596122,0.4466344,0.48196,-0.07782315,0.6910955,1.550222,-0.3987268,0.5926594,-0.25438908,-0.4645287,0.07507567,-0.03303787,0.10392203,0.7837217,0.1908959,-0.1850104,0.5992881,-0.27941507,-0.44950336,0.4663404,-0.60192126
0.98157036,-0.049647056,-0.21426119,0.7895391,-0.53247863,0.26211202,0.23889555,0.61685795,-0.88412285,-0.54839116,0.48277566,-0.25099432,0.26592815,-1.0003389,1.0039932,0.028724039,-0.1453003,-0.044764273,-0.08388088,0.08983696,-0.5461165,-0.16544223,-0.8626926,-0.627874
0.42340606,-0.14551282,0.411231,-0.13353203,1.7273152,-0.35292625,0.019853286,-0.616861,0.8833327,-0.22942024,-0.6664845,0.12060511,0.83368474,0.47566345,0.61785805,0.7241103,0.56894106,0.6969115,0.00834332,0.8113619,0.84167635,-0.5909487,0.28419602,0.61966723
-1.0937552,-0.49465966,-0.32209656,-0.042952225,-0.37972692,-0.27587226,-0.9692229,-0.08890731,0.8329396,-1.0101933,0.29783854,0.99617374,0.78821075,0.12722787,-0.5113421,-0.096447766,1.1741954,-0.4220438,-1.1247879,0.39660373,-0.5304103,-0.58757883,-0.04203737,0.84418553
-0.25797808,-0.559458,-0.24643357,-0.9110654,-0.06333155,-0.91754365,-1.9106069,-0.29017338,-0.6371464,-0.47456822,-1.4511855,-0.20934923,-0.5758928,0.093647346,-2.4096823,0.022113465,-0.98242134,-0.6934287,-0.14294961,-1.3432505,-0.98290455,-1.1737324,-0.2781441,-1.7972511
-0.73022014,-0.3898409,0.11669697,-0.1369227,-1.1104187,0.51969534,-1.0727739,0.24650769,-0.23816253,-0.67742985,-1.0838248,0.81966525,-1.2414062,-0.001561001,-0.73089147,-0.122969866,0.40710488,0.21506424,-0.44394255,-0.33116096,-0.6075354,-0.74495375,0.07633414,-1.3119087
2.02697,1.214962,-0.809814,-0.70500684,1.2573065,-0.20778888,0.14308314,0.016351819,1.2018561,0.4508186,-0.0059770346,-0.13583101,0.039948933,0.320342,0.1400742,0.4515303,-0.57287,0.40730128,0.780515,0.47815752,1.2045243,-0.55520725,1.0339088,1.2079921
-0.50791365,0.80968,0.2931522,0.04921016,0.47044247,-0.9231536,1.0992471,-0.54550356,-0.4217824,0.10356953,0.4357692,-0.57064176,-0.5855025,-0.42496994,0.5354605,-0.7744681,-0.09644237,-0.21179023,0.6694707,0.3127722,-0.7056981,-0.9959362,-1.0376331,-1.052984
0.5191731,1.2779865,0.2147835,1.1034696,0.56897914,-0.10145582,1.4263148,1.0327041,1.1182176,1.1380242,1.3977121,0.252893,0.3942112,0.59585524,1.1880071,0.80925286,-0.14373316,0.6598547,0.9666602,1.4223186,0.41974923,-0.4851012,0.75588197,0.47195497
-1.1637133,-0.417257,0.32222098,-0.51159614,-0.07065426,-0.7554452,0.19096437,1.1069006,0.8846305,-1.138822,0.83387023,0.39057282,0.64326805,1.1230489,-1.560534,0.37135726,1.3471494,-0.11837979,-1.4712772,-0.8531793,-0.93095934,0.31462416,1.0850778,-0.41380027
0.3102069,-1.1151681,-0.653764,-1.0858623,-0.9054222,0.5412508,-0.32430845,-0.5756336,-0.20410389,-0.6223805,-0.47628313,0.48061803,-0.26129413,0.37359312,-0.27218777,-1.099191,0.634529,-0.7447868,-0.096803725,0.009396773,-0.68343014,0.59469205,-0.053836126,-0.11772504
-1.5808239,-0.16185635,-0.80579996,-2.484787,-0.36666334,-0.7596106,-1.3192782,-1.5988868,-1.1621491,-1.023458,-1.906664,-0.9066715,-0.7232683,-1.4165293,-1.8366555,-0.21873216,-1.1230193,-0.73354393,-1.4124361,-0.54424584,-0.52823746,-1.9779706,-1.2151207,-0.59445894
0.8879894,0.18344408,-0.14871944,0.24236567,0.6614686,0.5335537,-0.18987885,1.2382199,0.17233895,-0.89897865,0.29192922,-0.5716118,0.19300804,-0.89790577,0.7201404,0.31148267,1.0697452,-0.17592585,-0.40746278,-0.5555464,-0.45815122,0.9578517,-0.9771411,0.29174003
0.8285044,-0.07553949,0.3267023,-1.4232482,1.2948291,0.33170488,-0.05499438,-0.20829692,0.31738526,0.22556196,-1.2774719,-0.7188624,1.6636043,0.051018808,0.16823295,0.6999966,0.36325988,0.3962872,0.58601815,0.77794003,1.0996637,-0.059604663,-0.31408226,0.72573173
0.07113212,-0.22894758,-0.9758298,-1.3097117,0.45618993,-0.7737156,-0.43033472,-1.7697874,-0.6572208,-0.23200265,-0.89890945,-0.7628774,-0.44530973,0.21887016,0.35649973,-0.49752462,-0.55960923,-0.6423622,0.33629134,0.14952134,-0.8339759,-0.31953323,-0.60883194,-0.46148977
0.092113264,0.14640695,1.8542955,0.07108642,2.0234718,1.555445,-0.55840254,0.53909075,1.265882,1.2154685,0.9077736,0.5258745,0.9296963,1.0741042,0.7581501,-0.0796874,-0.44481266,0.16987185,0.92256165,-0.023074921,0.39155522,1.4321374,0.82581514,0.49102858
